Czas Odczytu,Current [A],Flow [l/min],Temp [°C]
2025-01-03 12:44:33,,,,1.29 l/min,21.0 °C
2025-01-03 12:44:34,,,,1.29 l/min,21.0 °C
2025-01-03 12:44:35,,,,1.30 l/min,21.0 °C
2025-01-03 12:44:37,,,,1.29 l/min,21.0 °C
2025-01-03 12:44:38,,,,1.29 l/min,21.0 °C
2025-01-03 12:44:39,,,,1.29 l/min,21.0 °C
2025-01-03 12:44:40,,,,1.29 l/min,21.0 °C
2025-01-03 12:44:42,,,,1.29 l/min,21.0 °C
2025-01-03 12:44:43,,,,1.30 l/min,21.0 °C
2025-01-03 12:44:44,,,,1.30 l/min,21.0 °C
2025-01-03 12:44:45,,,,1.30 l/min,21.0 °C
2025-01-03 12:44:47,,,,1.30 l/min,21.0 °C
2025-01-03 12:44:48,,,,1.30 l/min,21.0 °C
2025-01-03 12:44:50,,,,1.30 l/min,21.0 °C
2025-01-03 12:44:51,,,,1.29 l/min,21.0 °C
2025-01-03 12:44:52,,,,1.30 l/min,21.0 °C
2025-01-03 12:44:54,,,,1.29 l/min,21.0 °C
2025-01-03 12:44:55,,,,1.29 l/min,21.0 °C
2025-01-03 12:44:56,,,,1.29 l/min,21.0 °C
2025-01-03 12:44:57,,,,1.28 l/min,21.0 °C
2025-01-03 12:44:59,,,,1.29 l/min,21.0 °C
2025-01-03 12:45:00,,,,1.30 l/min,21.0 °C
2025-01-03 12:45:01,,,,1.30 l/min,21.0 °C
2025-01-03 12:45:03,,,,1.30 l/min,21.0 °C
2025-01-03 12:45:04,,,,1.30 l/min,21.0 °C
2025-01-03 12:45:05,,,,1.30 l/min,21.0 °C
2025-01-03 12:45:06,,,,1.30 l/min,21.0 °C
2025-01-03 12:45:08,,,,1.29 l/min,21.0 °C
2025-01-03 12:45:09,,,,1.30 l/min,21.0 °C
2025-01-03 12:45:10,0.5 s,213 A,23.3 V,1.30 l/min,21.0 °C
2025-01-03 12:45:12,1.9 s,229 A,25.9 V,1.29 l/min,21.0 °C
2025-01-03 12:45:13,3.2 s,228 A,25.3 V,1.30 l/min,21.0 °C
2025-01-03 12:45:14,4.5 s,238 A,24.7 V,1.31 l/min,21.0 °C
2025-01-03 12:45:16,5.8 s,236 A,24.1 V,1.29 l/min,21.0 °C
2025-01-03 12:45:17,7.3 s,243 A,24.5 V,1.29 l/min,21.0 °C
2025-01-03 12:45:18,8.6 s,247 A,24.2 V,1.29 l/min,21.0 °C
2025-01-03 12:45:20,9.9 s,247 A,25.4 V,1.29 l/min,21.0 °C
2025-01-03 12:45:21,11.2 s,228 A,25.7 V,1.29 l/min,21.0 °C
2025-01-03 12:45:22,12.6 s,237 A,24.8 V,1.30 l/min,21.0 °C
2025-01-03 12:45:24,14.0 s,242 A,23.7 V,1.30 l/min,21.0 °C
2025-01-03 12:45:25,15.4 s,237 A,24.9 V,1.30 l/min,21.0 °C
2025-01-03 12:45:27,16.7 s,243 A,25.4 V,1.31 l/min,21.0 °C
2025-01-03 12:45:28,18.1 s,237 A,24.8 V,1.30 l/min,21.0 °C
2025-01-03 12:45:29,19.5 s,247 A,24.4 V,1.30 l/min,21.0 °C
2025-01-03 12:45:31,20.8 s,243 A,25.2 V,1.30 l/min,21.0 °C
2025-01-03 12:45:32,22.1 s,224 A,26.0 V,1.29 l/min,21.0 °C
2025-01-03 12:45:33,23.4 s,231 A,25.4 V,1.29 l/min,21.0 °C
2025-01-03 12:45:35,24.7 s,237 A,25.5 V,1.29 l/min,21.0 °C
2025-01-03 12:45:36,26.2 s,238 A,25.0 V,1.30 l/min,21.0 °C
2025-01-03 12:45:37,27.5 s,241 A,25.1 V,1.30 l/min,21.0 °C
2025-01-03 12:45:39,28.8 s,245 A,26.3 V,1.29 l/min,21.0 °C
